VILLAGE_NAME_ENGLISH,PH,EC,Organinc Carbon,PHOSPHOROUS,POTASH,CALCIUM_CARBONATE,FERROUS,MANAGESE,ZINK,COPPER,Total Rating Value
SHIROL,7.79,0.35,1.14,4.7,437,6.4,20.45,44.2,0.5,7.35,529.88
SHIROL,7.76,0.3,0.9,2.3,403,5.2,16.25,44.15,0.45,7.85,488.16
SHIROL,7.7,0.39,0.81,3.8,381,6,16.99,43.8,0.35,7.3,468.14
SHIROL,7.82,0.35,0.21,6.3,437,5.6,16.99,46.9,0.5,7.75,529.42
SHIROL,7.78,0.33,1.47,5.23,358,3.2,17.1,45.4,0.45,7.3,446.26
SHIROL,7.8,0.36,0.84,10.4,403,5.6,15.8,48.3,0.5,7.8,500.4
KURUNDWAD,7.84,0.89,1.11,5.23,577,13.6,9.15,35.2,0.1,4.95,655.07
KURUNDWAD,7.92,0.68,0.75,10.4,549,12,8.7,17.25,0.6,7.75,615.05
TERWAD,8,0.7,0.66,9.5,538,13.2,6.99,15.25,0.45,6.6,599.35
TERWAD,7.82,0.39,0.72,9.5,403,18.4,7.53,17.95,0.7,5.1,471.11
KURUNDWAD,7.82,0.45,0.66,10.4,414,18,7.58,18.6,0.7,5.5,483.71
KURUNDWAD,7.78,0.48,0.69,2.3,403,14,0.55,18.6,0.85,5.6,453.85
KURUNDWAD,7.8,0.38,0.93,7.5,358,15.2,6.41,18.4,0.55,4.85,420.02
KURUNDWAD,7.88,0.35,0.9,10.4,470,18.4,7.82,19.9,0.6,5.6,541.85
KURUNDWAD,7.75,0.38,1.11,8.6,403,14,6.21,18.75,0.5,5.25,465.55
KURUNDWAD,7.88,0.4,0.57,5.2,381,15.6,7.19,21.2,0.25,6.5,445.79
SHIROL,7.89,0.58,0.51,11.5,750,8,5.2,7.29,1.37,4.05,796.39
SHIROL,8.08,0.55,0.45,10,605,15.2,13.79,10.5,1.33,3.81,668.71
UDGAON,8.32,0.29,0.78,7.5,582,8,12.04,14.1,0.59,3.9,637.52
SHIRATI,7.96,0.58,1.05,6.6,963,14,11.9,13.95,1.83,3.92,1024.79
TAKALI,7.89,0.28,0.57,10.4,582,5.6,23.24,16.3,0.84,5.46,652.58
TAKALI,8.15,0.88,0.57,4.5,997,12,12.19,14.19,3.23,5.22,1057.93
UDGAON,8.12,0.37,0.51,5.23,773,14,24.44,13.74,0.91,3.96,844.28
UDGAON,8.08,1.58,0.66,7.2,806,14,22.11,13.47,1.22,5.46,879.78
AKIWAT,8.1,0.35,0.96,4.7,582,8,14.36,9.22,1.22,3.5,632.41
SHIROL,7.68,0.7,0.6,10.8,627,4,9.45,21.99,1.21,4.2,687.63
SHIROL,8.08,0.5,0.99,1.6,582,8.8,5.57,9.15,1.1,3.5,621.29
SHIROL,8.1,0.22,1.08,2.3,577,7.6,11.19,9.51,1.94,5.17,624.11
BORGAON,8.15,0.3,1.02,3.8,302,8.8,10.86,10.18,1.31,4.34,350.76
NANDANI,8.15,0.15,1.14,8.6,493,7.6,9.59,7.85,1.63,4.75,542.46
NANDANI,8.29,0.15,1.17,3.4,470,6,12.38,7.47,2.03,5.13,516.02
DATTANAGAR ,8.52,0.39,0.96,8.06,706,7.2,18.56,11.59,0.99,4.8,767.07
TAKALI,7.36,0.2,0.96,13.3,549,6.8,15.54,32.33,1,10.55,637.04
TAKALI,8,0.7,0.69,8.6,1098,16,8.32,31.73,0.7,6.7,1179.44
TAKALI,8.1,0.55,0.6,7.5,1008,17.6,9.78,34.26,0.7,6.75,1093.84
TAKALI,8.08,0.75,0.9,6.6,1030,18,10.58,28.69,0.7,6.8,1111.1
TAKALI,8.08,0.42,0.6,9.5,526,9.2,15.21,32.71,0.9,5.95,608.57
TAKALI,7.84,0.32,0.45,5.2,414,8.8,13.7,33.71,0.9,8.95,493.87
TAKALI,7.78,0.25,0.75,5.2,358,5.6,20.35,33.93,1.25,5.4,438.51
TAKALI,7.62,0.32,0.6,4.7,381,5.6,19.64,32.23,1.2,4.95,457.86
TAKALI,7.38,0.18,0.93,12.1,650,6.8,21.29,35.37,0.7,9.2,743.95
TAKALI,7.78,0.28,0.9,6.3,414,5.6,13.75,33.41,1.2,7.65,490.87
TAKALI,7.39,0.2,1.02,14.1,700,6.8,17.85,35.19,0.7,9.45,792.7
TAKALI,7.32,0.18,0.96,12.9,605,5.6,24.69,33.06,0.7,10.85,701.26
TAKALI,7.42,0.22,0.9,15.2,627,5.6,18.32,33.43,0.85,10.65,719.59
TAKALI,7.49,0.29,0.3,10.4,605,6.8,26.11,32.4,0.75,9.8,699.34
TAKALI,7.45,0.2,0.84,14.1,515,5.6,20.26,33.1,0.65,10.4,607.6
SHIROL,7.95,1.29,0.9,16.8,728,12.4,11.95,33.2,0.9,9.45,822.84
SHIROL,8.08,0.59,0.42,11.8,650,10.4,13.93,34.25,1.95,8.15,739.57
SHIROL,7.89,1.48,0.63,13.3,907,11.2,10.25,32.45,1.55,9.1,994.85
SHIROL,7.82,0.45,0.84,15.6,605,6.8,22.62,34.1,2.25,7.35,702.83
SHIROL,7.98,0.78,0.51,3.8,627,10,13.98,33.45,0.5,10.05,708.05
SHIROL,8.12,0.39,0.6,2.15,829,6.8,15.49,32.1,0.3,10.15,905.1
SHIROL,8.08,0.82,0.6,12.1,700,8,15.73,31.4,0.55,7.5,784.78
SHIROL,8.08,0.4,0.87,8.6,750,10,17.33,33.7,1.45,8.55,838.98
KURUNDWAD,7.68,0.4,0.59,18.6,549,2.4,16.27,25.2,1.35,7.75,629.24
KURUNDWAD,7.72,0.6,1.11,27.9,1053,2.4,18.5,25.8,1.95,7.05,1146.03
KURUNDWAD,7.69,0.65,1.29,27.9,1120,3.2,19.42,24.05,2.1,8.45,1214.75
KURUNDWAD,7.45,0.8,1.05,16.5,907,3.6,19.95,26.7,1.6,6.4,991.05
KURUNDWAD,7.75,0.65,0.39,18.6,666,4.8,17.89,24.35,0.9,6.45,747.78
KURUNDWAD,7.7,0.55,0.66,25.8,1086,3.6,21.88,24.99,1.95,6.7,1179.83
KURUNDWAD,7.8,0.69,0.59,14.7,717,4,19.33,24.15,0.99,7.6,796.85
KURUNDWAD,7.65,0.65,0.75,15.2,795,4.8,24.77,24.97,1.25,7.1,882.14
KURUNDWAD,7.6,0.6,0.81,21.1,829,1.6,22.36,25.9,1.8,7.45,918.22
KURUNDWAD,7.69,0.62,0.9,23.3,907,4,21.22,25.2,1.55,6.9,998.38
KURUNDWAD,7.64,0.6,0.96,25.8,829,3.6,18.76,24.6,1.55,6.5,919.01
SHIRDHON,7.59,1.29,0.9,25.8,700,4.4,17.89,23.5,1.1,6.35,788.82
SHIRDHON,8.18,0.68,0.54,21.1,795,6,10.53,17.25,0.09,5.05,864.42
SHIRDHON,7.94,1.1,0.9,8.6,818,6.8,10.66,17.6,0.3,4.65,876.55
SHIRDHON,7.32,0.62,1.32,16.8,1120,4.8,23.1,27.25,1.5,8.4,1211.11
SHIRDHON,7.82,1.1,0.75,30.1,717,3.6,18.68,23.36,1.16,6.57,810.14
BORGAON,7.29,0.35,0.87,12.1,605,6.8,16.88,25.29,0.35,6.05,680.98
BORGAON,7.7,0.68,0.72,14.7,963,3.2,13.46,26.1,0.9,6.25,1036.71
BORGAON,7.82,0.32,0.45,18.6,538,3.2,12.5,23.7,2.1,5.5,612.19
BORGAON,7.8,0.3,1.02,6.6,605,4,10.7,20.55,0.15,4.9,661.02
SHIROL,7.95,0.28,1.05,14.7,750,3.2,10.92,21.5,0.3,5.45,815.35
SHIROL,7.82,0.5,1.38,23.3,526,3.2,18.28,24.4,1.8,6.35,613.03
SHIROL,7.84,0.32,1.02,9.5,605,5.6,11.75,20.3,0.3,6.3,667.93
SHIROL,8.1,0.4,1.05,12.1,638,6.8,10.57,21.4,1.1,5.45,704.97
SHIROL,7.78,0.28,0.6,15.2,347,10,17.3,16.99,0.75,7.05,422.95
SHIROL,7.98,0.55,0.96,5.2,504,10.4,13.6,19.6,0.85,5.99,569.13
SHIROL,7.92,0.5,0.84,2.3,347,10.4,8.55,16.7,0.8,6.3,401.31
SHIROL,8.02,0.58,0.81,1.07,577,7.6,10.15,20.5,1.65,6.1,633.48
SHIROL,7.9,0.57,0.63,8.6,700,8,6.8,14.85,1.85,3.85,753.05
SHIROL,7.84,0.65,0.87,9.5,666,10.4,5.7,20.5,1.3,5.6,728.36
SHIROL,7.95,0.75,0.87,5.02,706,10.8,5.4,20,0.8,4.9,762.49
SHIROL,8.1,0.55,1.05,9.5,504,7.2,9.75,20.7,1.3,6.1,568.25
SHIROL,7.58,0.59,0.6,3.8,666,3.6,2.1,12.65,1.95,3.45,702.32
SHEDBAL,7.96,0.88,0.84,18.6,470,6,6.6,17.65,0.35,3.5,532.38
SHEDBAL,7.9,0.62,0.84,9.5,694,13.2,7.05,16.7,1.35,4.45,755.61
SHEDBAL,8.55,0.48,0.75,1.6,627,15.2,6.75,16.55,1.25,4.3,682.43
DATTANAGAR ,8.2,0.55,1.26,1.07,1120,8.4,6.55,21.6,1.05,4.5,1173.18
SHIROL,8.1,0.58,0.72,13.3,515,6,8.65,14.6,0.45,3.85,571.25
SHIROL,7.95,0.69,1.17,1.07,616,10,6.5,19.05,1.35,5.65,669.43
SHIROL,8.08,0.62,1.26,2.9,1008,12,11.65,25.15,2.65,6.05,1078.36
SHIROL,7.88,1.88,0.54,7.5,913,5.2,13.55,17.45,2.15,4.85,974
SHIROL,8.2,0.5,0.81,1.07,605,5.6,10.75,18.05,1.3,5.65,656.93
SHIROL,7.95,0.72,1.05,1.6,577,8,10.85,19.9,0.35,6.05,633.47
SHIROL,7.98,0.89,0.99,5.2,549,7.6,10.45,22.7,0.95,6.05,611.81
SHIROL,7.9,0.78,1.2,11.8,1120,6.8,5.35,21.05,2.9,6.5,1184.28
SHIROL,7.7,0.35,1.05,10.4,638,5.6,14.55,22.13,1.75,6.6,708.13
SHIROL,7.68,0.32,0.54,10,627,4.8,13.89,22.1,1.75,6.55,694.63
SHIROL,7.69,0.29,0.78,2.9,526,6,13.79,20.97,1.1,6.9,586.42
SHIROL,7.75,0.32,0.39,10.4,493,6.8,10.33,21.27,1.45,6.6,558.31
SHIROL,7.88,0.28,0.87,6.6,504,5.6,15.27,20.88,0.99,7.1,569.47
SHIROL,8.1,0.2,0.87,7.2,549,11.6,14.6,15.9,1.1,4.85,613.42
SHIROL,7.66,0.29,0.75,11.5,493,7.6,13.33,21.55,1.2,7.05,563.93
SHIROL,8.08,0.35,0.87,2.15,526,13.2,11.04,16.4,0.8,4.9,583.79
SHIROL,7.98,0.22,0.54,10,577,4,7.99,19.6,0.5,4.7,632.53
SHIROL,7.8,0.38,0.72,13.3,605,5.2,13.69,24.35,1.6,6.2,678.24
SHIROL,7.85,0.3,0.69,10.8,459,3.2,10.73,21.45,0.7,5,519.72
SHIROL,7.82,0.28,0.84,16.8,666,6.8,11.85,22.8,2.95,4.4,740.54
SHIROL,7.9,0.36,1.08,12.9,605,10,11.09,21.7,1.05,4.85,675.93
SHIROL,7.82,0.3,0.66,16.1,638,5.6,7.53,21.9,2.35,4.7,704.96
SHIROL,7.69,0.35,0.84,12.1,694,4,12.87,24.45,1.55,5.99,763.84
SHIROL,7.58,0.28,0.66,8.6,515,5.6,11.91,24.99,1,4.85,580.47
SHIROL,7.69,0.34,0.3,13.3,638,5.2,15.27,25.7,1.65,6.95,714.4
SHIROL,7.65,0.38,0.9,2.3,717,6,12.36,25.6,2.15,5.3,779.64
SHIROL,7.69,0.34,0.99,14.1,650,6,14.76,24,1.5,5.7,725.08
SHIROL,7.8,0.32,1.02,14.1,694,5.6,13.33,24.88,1.55,6.15,768.75
SHIROL,7.68,0.45,0.9,12.1,638,6.4,17,23.85,1.3,6.7,714.38
SHIROL,7.75,0.34,0.81,14.1,694,6.4,13.38,23.01,2.35,6.55,768.69
NANDANI,8.08,0.39,0.99,10.4,526,12,5.64,21.4,1.7,4.7,591.3
SHIROL,7.55,0.4,0.84,12.1,549,5.2,14.35,24.4,0.85,6.4,621.09
SHIROL,7.62,0.26,0.75,14.7,493,5.2,10.84,24.25,1.25,6.25,564.12
CHAND-SHIRADWAD,7.96,0.32,1.29,8.96,538,6.8,14.41,26.15,1.32,3.99,609.2
JANWAD,8.32,0.26,1.05,6.6,627,12.8,8.83,26.92,0.85,5.1,697.73
TAKALI,7.55,0.21,0.9,12.1,493,5.2,4.86,17.22,1.13,4.2,546.37
TAKALI,8.02,0.82,0.75,14.1,907,14.8,14.74,17.4,1.18,7.15,985.96
ARJUNWAD,8.18,0.88,0.99,2.9,795,15.2,13.75,9.91,0.69,3.55,851.05
ARJUNWAD,8.4,0.32,0.51,3.8,762,16,7.98,11.5,0.71,4.2,815.42
ARJUNWAD,8.55,0.4,0.84,1.6,728,16.8,19.93,13.7,0.3,2.4,792.52
SHIROL,8.08,0.9,1.02,7.5,510,14.4,10.4,6.41,1.48,5.4,565.59
SHIROL,8.1,0.38,0.45,1.07,577,10.4,12.14,24.47,1.17,7.2,642.38
SHIROL,7.82,0.35,0.99,25.8,638,6.8,16.58,32.78,1.56,5.29,735.97
SHIROL,7.98,0.4,0.96,8.6,403,8,17.52,32.6,0.63,6.24,485.93
SHIROL,8.53,0.18,0.57,10,414,12,12.52,31.22,0.64,6.94,496.6
SHIROL,8.25,0.59,0.93,18.6,549,7.2,12.2,5.29,1.05,3.99,607.1
SHIROL,7.88,0.78,0.63,2.15,347,5.2,3.51,4.09,0.31,2.26,373.81
SHIROL,8.39,0.2,0.75,8.6,582,12,1.76,3.81,0.13,2.38,620.02
SHIROL,8.1,0.25,0.81,4.7,358,6.8,0.22,2.1,0.52,1.38,382.88
SHIROL,7.45,0.45,0.66,8.6,381,4.8,7.67,2.9,1.95,2.95,418.43
SHIROL,8.08,0.25,0.78,5.2,414,6.4,0.53,2.42,0.97,2.08,440.71
SHIROL,8.05,0.26,0.93,13.3,459,6.8,13.28,12.85,0.37,4.06,518.9
NANDANI,8.27,0.36,1.14,4.7,795,9.6,2.12,4.11,1.4,2.99,829.69
SHIROL,8.1,0.15,0.69,3.8,717,6.4,1.25,2.96,0.62,2.74,743.71
SHIROL,8.06,0.28,0.69,2.9,616,6.8,1.4,2.98,0.3,2.26,641.67
SHIROL,8.15,0.2,0.9,8.6,538,7.2,1.4,2.8,0.13,2.72,570.1
SHIROL,7.62,0.59,0.81,13.3,806,5.2,12.45,20.15,0.5,4.25,870.87
SHIROL,7.65,0.5,0.75,11.5,762,5.2,11.65,16.45,0.45,4.45,820.6
SHIROL,7.62,0.65,0.9,4.7,907,6.4,14.6,16.95,0.45,4.6,963.87
MANGAVATI,7.98,0.68,0.39,15.2,795,12.8,7.7,53.7,2.1,4.2,899.75
MANGAVATI,8,0.72,0.57,8.6,907,6.4,11.95,52.9,1.05,4.5,1001.69
MANGAVATI,8.08,0.48,0.39,2.3,498,8.8,11.85,52.4,0.95,3.8,587.05
MANGAVATI,7.88,0.44,0.45,4.7,851,6.4,9.65,65.9,2.2,5.15,953.77
MANGAVATI,7.88,0.78,0.42,16.8,582,7.6,10.9,39.5,1.4,4.35,671.63
MANGAVATI,7.95,0.42,0.39,8.6,504,6.4,6.3,47.75,1.25,3.5,586.56
MANGAVATI,7.88,0.52,0.54,4.7,694,6,15.05,52.3,1.3,4.75,787.04
MANGAVATI,8.18,0.82,0.78,14.1,582,14.8,6.2,38.8,0.65,2.95,669.28
KURUNDWAD,7.89,0.75,0.63,2.15,750,11.6,12.6,18.45,0.05,4.2,808.32
SADALGA,7.8,0.32,0.96,10.4,392,6.4,12.3,11.65,0.35,4.4,446.58
SADALGA,7.39,0.25,0.93,3.8,358,5.6,9.3,25.45,0.25,5.6,416.57
SADALGA,8.18,0.55,0.9,8.6,571,15.6,14.2,24.95,0.4,5.2,649.58
SADALGA,7.75,0.75,1.02,9.5,358,7.6,13.9,27.45,1.55,4.8,432.32
SADALGA,8.18,0.58,0.93,6.6,504,11.6,9.65,14.85,0.45,4.2,561.04
BORGAON,7.18,0.22,1.14,5.2,347,4,14.65,21.95,0.9,5.7,407.94
BORGAON,7.89,0.58,1.02,3.8,750,12.8,5.7,13.4,1.1,4.7,800.99
BORGAON,8.08,0.45,1.2,2.3,627,12.8,9.85,9.8,0.55,4.8,676.83
KURUNDWAD,7.18,0.18,0.75,8.06,269,4,15.25,12.4,0.25,2.65,319.72
BORGAON,7.45,0.22,0.9,4.7,235,2.8,10.85,15.5,0.99,3.6,282.01
BORGAON,7.18,0.2,1.08,2.3,504,4.4,13.9,20.25,0.99,3.85,558.15
BORGAON,7.65,0.55,0.9,4.7,493,4.8,6.2,8.9,0.95,2.4,530.05
SHIROL,8.18,0.5,1.17,2.3,504,15.6,8.5,9.85,0.45,3.6,554.15
MANGAVATI,7.7,0.85,1.05,13.3,717,7.6,20.15,15.5,1.45,5.4,790
MANGAVATI,7.9,0.8,1.05,5.2,627,6.4,18.05,15.6,0.7,4.65,687.35
MANGAVATI,7.65,0.48,1.11,4.7,650,5.6,17.6,17.1,1.15,4.6,709.99
MANGAVATI,7.8,0.78,1.23,12.1,717,7.6,14.9,17.3,1.17,4.85,784.73
MANGAVATI,7.52,2.6,0.96,7.2,605,6.4,15.45,16.8,1.5,4.65,668.08
MANGAVATI,7.69,0.85,1.26,12.1,750,7.6,17.55,18.65,1.4,4.6,821.7
BORGAON,7.82,0.65,0.75,9.5,706,5.6,9.15,9.1,0.25,3.3,752.12
BORGAON,7.49,0.85,1.2,16.6,717,8,9.85,10.3,0.99,4.45,776.73
BORGAON,7.49,0.45,0.84,9.5,437,6,7.2,16.75,0.35,3.3,488.88
BORGAON,7.82,0.42,1.2,8.06,750,4.8,8.75,8.85,1.05,2.15,793.1
BORGAON,7.58,0.42,1.2,2.3,504,5.6,12.55,18.55,0.55,3.3,556.05
BORGAON,7.62,0.38,0.9,2.15,319,5.2,12.95,16.4,0.8,4.5,369.9
BORGAON,7.55,0.35,0.84,5.2,269,5.2,18.5,20.2,0.3,3.8,330.94
SHIRGUPPI,8.32,0.32,0.75,4.5,627,15.2,9.92,21.6,0.3,4,691.91
SHIRGUPPI,7.98,0.89,0.27,7.5,890,8.4,11.33,30.8,0.55,4.75,962.47
SHIRGUPPI,8.18,0.26,0.99,8.06,795,10.8,10.1,32.05,1.7,5.75,872.89
TAKALI,7.69,0.22,0.96,10.6,605,5.2,17.6,32.95,1.15,6.5,687.87
TAKALI,8.22,0.68,1.02,8.6,963,9.6,8.3,24.6,2.1,4.95,1031.07
SHIROL,7.98,0.3,0.96,11.5,694,12,12,9.06,1.26,4.56,753.62
BORGAON,7.68,0.25,0.72,12.1,571,8.8,16.15,19.95,1.22,3.96,641.83
SHIRGUPPI,8.08,1.18,0.69,14,750,9.6,14.26,9.98,1.32,4.78,813.89
MANGAVATI,7.88,0.42,1.14,12,381,8.4,13.04,9.96,2.08,6.4,442.32
ARJUNWAD,7.68,0.38,0.96,8.6,493,4.4,17.1,9.49,1.15,5.33,548.09
SADALGA,7.55,0.72,0.81,2.3,302,6.8,7.95,12.7,0.45,3.45,344.73
SHIROL,8.2,0.33,0.78,1.1,358,10,3.31,14.8,1.2,3.25,400.97
SHIRATI,8.1,0.28,1.2,6.3,526,6,24.6,9.9,0.4,4.95,587.73
SHIRATI,8.18,0.44,0.9,2.15,650,16,10.75,12.5,1.25,2.5,704.67
SHIRATI,7.98,0.62,1.14,4.7,582,16.8,11.2,9.6,1.05,2.5,637.59
SHIRATI,8.18,0.58,1.2,1.6,498,18.8,18.05,11.1,1.5,2.85,561.86
JAMBHALI,7.98,0.38,1.05,13.3,549,6,16.45,18.95,0.3,3.05,616.46
JAMBHALI,7.58,0.28,0.96,13.3,526,6,17.1,24.1,1.3,4.3,600.92
JAMBHALI,7.69,0.32,1.11,10.4,549,5.6,18.65,20.5,0.7,3.7,617.67
JAMBHALI,7.59,0.38,1.14,13.3,515,5.6,20.5,25.95,1.1,4.35,594.91
JAMBHALI,7.2,0.3,0.96,18,493,5.2,27.95,25.85,0.2,5.2,583.86
JAMBHALI,7.68,0.29,1.08,1.6,627,5.6,24.3,20.2,0.5,4.1,692.35
JAMBHALI,7.48,0.25,1.26,8.96,717,3.6,18.8,24.85,1.7,4.3,788.2
JAMBHALI,7.38,0.29,1.05,1.07,582,5.6,19.05,26.1,0.4,4.3,647.24
JAMBHALI,7.18,0.35,1.26,17.6,997,6.4,24.75,30.85,1.6,4.85,1091.84
UDGAON,8.08,0.2,0.99,13.3,538,8.8,7.15,14.7,0.8,3.1,595.12
UDGAON,7.98,0.18,0.93,3.8,336,9.6,9.65,15,0.85,4.1,388.09
UDGAON,7.95,0.2,1.05,18.6,549,8,9.4,14.65,2.6,5.2,616.65
UDGAON,7.98,0.15,1.08,10.4,336,8,10.4,18.8,0.45,4.6,397.86
UDGAON,7.92,0.18,0.99,1.07,358,8,9.55,13.2,0.2,4.25,403.36
CHINCHWAD,7.98,0.16,1.02,1.07,302,8.8,11,13.1,0.3,4.5,349.93
UDGAON,7.95,0.28,1.11,11.5,302,9.2,10.1,12.75,0.5,5.15,360.54
UDGAON,7.98,0.18,1.02,3.8,381,9.2,9.35,12,0.2,4.05,428.78
UDGAON,8.08,0.15,0.9,5.2,319,8.8,10.7,14.15,0.25,4.6,371.83
UDGAON,8.12,0.18,1.05,14.1,302,8,11.9,12.75,0.25,3.8,362.15
UDGAON,8.15,0.15,1.2,5.02,403,8,11.35,13.6,1.5,4.3,456.27
UDGAON,7.98,0.18,1.26,7.5,381,8.4,9.6,12.99,1.7,4.45,435.06
CHINCHWAD,8.15,0.13,1.05,6.6,437,7.6,9.4,14.05,1.7,4.9,490.58
UDGAON,7.92,0.18,1.37,1.07,470,7.6,9.8,12.85,1.4,3.95,516.14
UDGAON,8.08,0.16,0.93,10.4,403,7.2,10.35,14.3,1.7,4.45,460.57
UDGAON,7.92,0.18,1.35,1.07,358,9.6,10.6,13.4,1.75,5.1,408.97
UDGAON,8.03,0.16,1.05,1.6,538,8.4,13.45,13.8,0.9,3.65,589.04
UDGAON,7.97,0.17,1.17,2.15,381,9.2,11.4,13.5,0.5,4.05,431.11
RAJAPUR,7.59,0.32,1.08,12.1,666,5.6,11.2,23.45,1.4,4.35,733.09
RAJAPUR,7.89,0.22,1.38,11.8,381,4.8,19.2,15.95,0.1,3.4,445.74
SADALGA,7.29,0.25,0.45,9.5,1120,5.2,6.87,16.56,1.85,5.5,1173.47
SADALGA,7.6,0.25,0.39,4.7,414,6,6.96,14.02,0.8,4.9,459.62
SADALGA,7.55,0.24,1.05,16.1,493,6.4,6.62,13.64,1.3,5.45,551.35
KURUNDWAD,8.1,0.38,0.96,5.2,571,8,2.4,12.74,2.15,4.15,615.08
KURUNDWAD,7.98,0.46,1.26,4.7,538,7.2,3.3,14.59,1.45,6.98,585.92
KURUNDWAD,7.2,0.9,1.2,6.6,605,6,4.65,16.62,2.7,4.28,655.15
KURUNDWAD,7.89,0.42,0.81,10.4,526,7.6,7.71,19.6,3.1,4.95,588.48
SHIROL,8.18,0.16,0.48,1.07,762,5.6,0.73,5.55,2.37,3.31,789.45
SHIROL,7.95,1.22,1.23,6.6,319,8,9.22,9.8,1.15,7.15,371.32
SHIROL,7.69,0.26,1.11,3.8,1030,5.6,12.2,6.75,1.6,9.5,1078.51
SHIROL,8.45,0.18,1.17,2.9,538,17.2,7.55,9.3,1.25,4.3,590.3
SHIROL,8.18,0.33,1.02,5.02,504,14.8,6.4,5.7,0.25,4.5,550.2
SHIROL,8,0.55,1.17,5.02,347,10,4.15,6.3,0.8,6.05,389.04
SHIROL,8.08,0.25,0.99,3.8,605,10,12.4,9.15,2.9,4.7,657.27
SHIROL,7.88,0.28,1.02,3.8,526,5.2,2.05,4.99,0.9,4.3,556.42
ARJUNWAD,8.45,0.18,1.17,2.9,538,17.2,9.2,7.75,1.1,5.5,591.45
SHIROL,8.45,0.18,1.17,2.9,538,17.2,7.15,6.18,0.4,4.95,586.58
SHIROL,8.45,0.18,1.17,2.9,538,17.2,14.45,21.8,2.15,4.4,610.7
SHIROL,7.82,0.22,0.45,4.7,235,10,11.25,18.5,2.05,2.95,292.94
ARJUNWAD,8.45,0.18,1.17,2.9,538,17.2,12.6,20.4,0.15,3.75,604.8
SHIROL,8.2,0.16,0.9,8.6,890,10,7.42,7.76,1.5,3.85,938.39
SHIROL,8.2,0.16,0.9,8.6,890,10,7.42,7.76,1.5,3.85,938.39
SHIROL,8.1,0.18,1.05,8.2,571,12,10.07,10.95,1.6,3.45,626.6
KURUNDWAD,8.05,0.38,0.57,11.8,577,8.8,16.4,12.5,0.55,4.4,640.45
SHIROL,7.98,0.26,0.6,18.6,459,5.6,7.5,6.8,1.3,3.7,511.34
SHIROL,8.35,0.16,0.54,1.07,504,15.2,10.85,6.05,1.01,2.7,549.93
SHIROL,8.42,0.15,0.57,2.15,302,16.4,8.4,6.9,2.1,3.3,350.39
SHIROL,7.52,0.49,0.66,18.6,941,5.6,15.6,9.85,1.4,3.7,1004.42
SHIROL,7.95,0.19,0.64,27.9,414,6,10.1,13.1,1.8,5.55,487.23
SHIROL,8.4,0.22,0.54,6.6,913,5.2,14.4,23.5,1.95,3.3,977.11
SHIROL,7.75,0.21,0.72,8.6,246,4.4,13.1,22.4,0.6,4.1,307.88
SHIROL,7.38,0.28,0.99,3.4,538,4,12.25,6.25,0.25,3.1,575.9
JAMBHALI,7.92,0.43,0.9,21.1,414,12,5.2,11.9,0.85,3.8,478.1
JAMBHALI,7.98,0.33,0.96,16.5,700,12.8,5.4,17.05,1.5,4.7,767.22
JAMBHALI,7.9,0.38,0.93,21.1,504,8.8,6.3,15.75,0.9,4.1,570.16
JAMBHALI,7.75,0.98,0.87,7.2,381,6,5.25,17.3,1.4,5.4,433.15
NANDANI,7.5,0.76,0.81,3.8,582,6,11.25,23.6,1.9,6.35,643.97
NANDANI,7.7,5,0.75,16.5,403,8,20.05,20.15,0.75,3.7,485.6
NANDANI,7.8,5.5,0.72,16.5,459,10,2.25,21.5,0.75,3.5,527.52
NANDANI,7.45,1.3,0.99,13.3,582,5.6,11.2,23.15,1.95,6.4,653.34
NANDANI,7.4,1.18,0.93,18.6,638,4.4,11.95,22.95,2.1,5.9,713.41
NANDANI,7.39,0.65,1.23,10.6,526,4.4,14.95,21.8,1.25,5.95,594.22
NANDANI,7.8,5.1,1.17,16.5,459,8.8,2.15,20.5,0.65,3.35,525.02
NANDANI,7.42,1.3,1.05,15.2,582,6,11.95,23.75,1.65,5.2,655.52
NANDANI,7.55,0.88,1.23,8.6,571,5.6,13.15,22.75,1.45,5.15,637.36
NANDANI,7.52,2.1,1.14,16.1,605,5.2,8.75,23.55,1.6,4.65,675.61
NANDANI,7.55,0.65,1.2,15.2,538,6,12.35,22.4,1.45,5.2,610
NANDANI,7.72,4.6,0.99,18.6,504,8,2.1,20.3,0.75,4.25,571.31
RAJAPUR,8.08,0.15,0.72,4.7,302,2,9.85,5.4,0.35,3.75,337
JAMBHALI,8.1,0.35,0.72,37.2,605,5.2,9.21,13.9,1.05,3.5,684.23
JAMBHALI,7.89,0.38,0.78,34.9,526,4.8,4.3,19.3,1.2,3.5,603.05
SHIROL,7.62,0.38,0.84,18.6,470,3.2,7.35,15.95,1.75,3.55,529.24
SHIROL,7.2,0.25,0.84,25.8,666,4.4,10.5,20.5,0.6,3.75,739.84
SHIROL,7.84,0.18,0.75,23.3,526,3.2,6.04,8.5,1.01,3.6,580.42
SHIROL,7.72,0.44,0.72,13.3,264,4.4,8.54,5.4,0.9,4.4,309.82
CHAND-SHIRADWAD,7.58,0.2,0.96,9.5,605,5.6,33.1,18.75,1.45,5.2,687.34
CHAND-SHIRADWAD,7.1,0.34,1.08,5.2,582,4.4,40.3,19.85,1.1,5.5,666.87
